ID|NAME|CP|LVL|STATE|SHINY|MOVE1|MOVE2|MOVE3
CRYOGONAL|Cryogonal|2,109|27|||||
SHELMET|Shelmet|621|27|||||
ACCELGOR|Accelgor|||||||
STUNFISK|Stunfisk|1,727|28|||||
MIENFOO|Mienfoo|||UNRELEASED||||
MIENSHAO|Mienshao|||UNRELEASED||||
DRUDDIGON|Druddigon|||UNRELEASED||||
GOLETT|Golett|650|20|||||
GOLURK|Golurk|||MISSING||||
PAWNIARD|Pawniard|||UNRELEASED||||
BISHARP|Bisharp|||UNRELEASED||||
BOUFFALANT|Bouffalant|||UNRELEASED||||
RUFFLET|Rufflet|||MISSING||||
BRAVIARY|Braviary|||MISSING||||
VULLABY|Vullaby|||UNRELEASED||||
MANDIBUZZ|Mandibuzz|||UNRELEASED||||
HEATMOR|Heatmor|1,959|29|||||
DURANT|Durant|2,159|29|||||
DEINO|Deino|||MISSING||||
ZWEILOUS|Zweilous|||MISSING||||
HYDREIGON|Hydreigon|||MISSING||||
LARVESTA|Larvesta|||UNRELEASED||||
VOLCARONA|Volcarona|||UNRELEASED||||
COBALION|Cobalion|2,103|25|||||
TERRAKION|Terrakion|2,602|25|||||
VIRIZION|Virizion|2,127|25|||||
TORNADUS_INCARNATE|Tornadus (Incarnate Forme)|2,357|25|||||
TORNADUS_THERIAN|Tornadus (Therian Forme)|||UNRELEASED||||
THUNDURUS_INCARNATE|Thundurus (Incarnate Forme)|1,880|20|||||
THUNDURUS_THERIAN|Thundurus (Therian Forme)|||UNRELEASED||||
RESHIRAM|Reshiram|3,446|31|||||
ZEKROM|Zekrom|2,858|25|||||
LANDORUS_INCARNATE|Landorus (Incarnate Forme)|2,506|25|||||
LANDORUS_THERIAN|Landorus (Therian Forme)|||UNRELEASED||||
KYUREM_BLACK|Kyurem (Black Kyurem)|||UNRELEASED||||
KYUREM_NORMAL|Kyurem (Regular Kyurem)|2,019|20|||||
KYUREM_WHITE|Kyurem (White Kyurem)|||UNRELEASED||||
KELDEO_ORDINARY|Keldeo (Original Form)|||UNRELEASED||||
KELDEO_RESOLUTE|Keldeo (Resolute Form)|||UNRELEASED||||
MELOETTA_ARIA|Meloetta (Aria Forme)|||UNRELEASED||||
MELOETTA_PIROUETTE|Meloetta (Pirouette Forme)|||UNRELEASED||||
GENESECT|Genesect|||MISSING||||
||||||||
|Kalos (Gen 6)|||HEADER||||
||||||||
||||||||
||||||||
||||||||
|Alola (Gen 7)|||HEADER||||
RATTATA_ALOLA|Alolan Rattata|584|29|||||
RATICATE_ALOLA|Alolan Raticate|1,521|34|||||
RAICHU_ALOLA|Alolan Raichu|1,287|20|||||
SANDSHREW_ALOLA|Alolan Sandshrew|731|20|||||
SANDSLASH_ALOLA|Alolan Sandslash|||MISSING||||
VULPIX_ALOLA|Alolan Vulpix|487|20|||||
NINETALES_ALOLA|Alolan Ninetales|1,316|20|||||
DIGLETT_ALOLA|Alolan Diglett|373|20|||||
DUGTRIO_ALOLA|Alolan Dugtrio|1,571|30|||||
MEOWTH_ALOLA|Alolan Meowth|445|20|||||
PERSIAN_ALOLA|Alolan Persian|1,003|20|||||
GEODUDE_ALOLA|Alolan Geodude|1,139|34|||||
GRAVELER_ALOLA|Alolan Graveler|||||||
GOLEM_ALOLA|Alolan Golem|||||||
GRIMER_ALOLA|Alolan Grimer|1,082|28|||||
MUK_ALOLA|Alolan Muk|1,537|20|||||
EXEGGUTOR_ALOLA|Alolan Exeggutor|2,416|28|||||
MAROWAK_ALOLA|Alolan Marowak|1,473|29|||||
||||||||
|Galar (Gen 8)|||HEADER||||
MEOWTH_GALARIAN|Galarian Meowth|426|15|||||
FARFETCHD_GALARIAN|Galarian Farfetch'D|1,119|24|||||
WEEZING_GALARIAN|Galarian Weezing|1,599|25|||||
ZIGZAGOON_GALARIAN|Galarian Zigzagoon|||MISSING||||
LINOONE_GALARIAN|Galarian Linoone|||MISSING||||
DARUMAKA_GALARIAN|Galarian Darumaka|||MISSING||||
DARMANITAN_GALARIAN_STANDARD|Galarian Darmanitan (Standard)|||MISSING||||
DARMANITAN_GALARIAN_ZEN|Galarian Darmanitan (Zen)|||UNRELEASED||||
STUNFISK_GALARIAN|Galarian Stunfisk|1,172|19|||||
OBSTAGOON|Obstagoon|||MISSING||||
PERRSERKER|Perrserker|1,484|#N/A|||||
CURSOLA|Cursola|||UNRELEASED||||
SIRFETCHD|Sirfetch'd|||UNRELEASED||||
||||||||
|Unknown|||HEADER||||
MELTAN|Meltan|426|14|||||
MELMETAL|Melmetal|||MISSING||||
