TYPE|ID_FULL|DISPLAY|COMMENTS|ID|_GENDER|_REGION|_FORM|_COSTUME|_PURIFIED|POGO_ID_FULL|POGO_ID|POGO_FORM|THESILPHROAD_ID_FULL|TYPE1|TYPE2|ATK|DEF|STA|FAMILY|PARENT|BRANCH|POKEDEX_ID|GEN|REGION|FORM|GENDER|COSTUME|PURIFIED|BABY|LEGENDARY|MYTHICAL|MEGA|_blank|REGIONAL|RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW|RELEASED_MEGA|RARITY||pokedexId|assetBundleSuffix|assetBundleValue|assetBundleCostume|pokemon_image|pokemon_image_shiny
POGO|ENTEI|Entei||ENTEI||||||ENTEI|ENTEI||entei|FIRE||235|171|251|FAMILY_ENTEI|ENTEI||244|2|JOHTO||||||LEGENDARY|||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||LEGENDARY||244||||pokemon_icon_244_00.png|pokemon_icon_244_00_shiny.png
POGO|SUICUNE|Suicune||SUICUNE||||||SUICUNE|SUICUNE||suicune|WATER||180|235|225|FAMILY_SUICUNE|SUICUNE||245|2|JOHTO||||||LEGENDARY|||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||LEGENDARY||245||||pokemon_icon_245_00.png|pokemon_icon_245_00_shiny.png
POGO|LARVITAR|Larvitar||LARVITAR||||||LARVITAR|LARVITAR||larvitar|ROCK|GROUND|115|93|137|FAMILY_LARVITAR|LARVITAR||246|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||246||||pokemon_icon_246_00.png|pokemon_icon_246_00_shiny.png
POGO|PUPITAR|Pupitar||PUPITAR||||||PUPITAR|PUPITAR||pupitar|ROCK|GROUND|155|133|172|FAMILY_LARVITAR|LARVITAR||247|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||247||||pokemon_icon_247_00.png|pokemon_icon_247_00_shiny.png
POGO|TYRANITAR|Tyranitar||TYRANITAR||||||TYRANITAR|TYRANITAR||tyranitar|ROCK|DARK|251|207|225|FAMILY_LARVITAR|LARVITAR||248|2|JOHTO|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||248||||pokemon_icon_248_00.png|pokemon_icon_248_00_shiny.png
POGO|LUGIA|Lugia||LUGIA||||||LUGIA|LUGIA||lugia|PSYCHIC|FLYING|193|310|235|FAMILY_LUGIA|LUGIA||249|2|JOHTO||||||LEGENDARY|||||RELEASED_POKEMON|RELEASED_SHINY|||LEGENDARY||249||||pokemon_icon_249_00.png|pokemon_icon_249_00_shiny.png
POGO|HO_OH|Ho-Oh||HO_OH||||||HO_OH|HO_OH||ho-oh|FIRE|FLYING|239|244|214|FAMILY_HO_OH|HO_OH||250|2|JOHTO||||||LEGENDARY|||||RELEASED_POKEMON|RELEASED_SHINY|||LEGENDARY||250||||pokemon_icon_250_00.png|pokemon_icon_250_00_shiny.png
POGO|CELEBI|Celebi||CELEBI||||||CELEBI|CELEBI||celebi|PSYCHIC|GRASS|210|210|225|FAMILY_CELEBI|CELEBI||251|2|JOHTO|||||||MYTHIC||||RELEASED_POKEMON||||MYTHIC||251||||pokemon_icon_251_00.png|pokemon_icon_251_00_shiny.png
||||||||||||||||||||||||||||||||||||||||||||||
POGO|TREECKO|Treecko||TREECKO||||||TREECKO|TREECKO||treecko|GRASS||124|94|120|FAMILY_TREECKO|TREECKO||252|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||252||||pokemon_icon_252_00.png|pokemon_icon_252_00_shiny.png
POGO|GROVYLE|Grovyle||GROVYLE||||||GROVYLE|GROVYLE||grovyle|GRASS||172|120|137|FAMILY_TREECKO|TREECKO||253|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||253||||pokemon_icon_253_00.png|pokemon_icon_253_00_shiny.png
POGO|SCEPTILE|Sceptile||SCEPTILE||||||SCEPTILE|SCEPTILE||sceptile|GRASS||223|169|172|FAMILY_TREECKO|TREECKO||254|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||254||||pokemon_icon_254_00.png|pokemon_icon_254_00_shiny.png
POGO|TORCHIC|Torchic||TORCHIC||||||TORCHIC|TORCHIC||torchic|FIRE||130|87|128|FAMILY_TORCHIC|TORCHIC||255|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||255||||pokemon_icon_255_00.png|pokemon_icon_255_00_shiny.png
POGO|COMBUSKEN|Combusken||COMBUSKEN||||||COMBUSKEN|COMBUSKEN||combusken|FIRE|FIGHTING|163|115|155|FAMILY_TORCHIC|TORCHIC||256|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||256||||pokemon_icon_256_00.png|pokemon_icon_256_00_shiny.png
POGO|BLAZIKEN|Blaziken||BLAZIKEN||||||BLAZIKEN|BLAZIKEN||blaziken|FIRE|FIGHTING|240|141|190|FAMILY_TORCHIC|TORCHIC||257|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||STARTER||257||||pokemon_icon_257_00.png|pokemon_icon_257_00_shiny.png
POGO|MUDKIP|Mudkip||MUDKIP||||||MUDKIP|MUDKIP||mudkip|WATER||126|93|137|FAMILY_MUDKIP|MUDKIP||258|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||STARTER||258||||pokemon_icon_258_00.png|pokemon_icon_258_00_shiny.png
POGO|MARSHTOMP|Marshtomp||MARSHTOMP||||||MARSHTOMP|MARSHTOMP||marshtomp|WATER|GROUND|156|133|172|FAMILY_MUDKIP|MUDKIP||259|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||STARTER||259||||pokemon_icon_259_00.png|pokemon_icon_259_00_shiny.png
POGO|SWAMPERT|Swampert||SWAMPERT||||||SWAMPERT|SWAMPERT||swampert|WATER|GROUND|208|175|225|FAMILY_MUDKIP|MUDKIP||260|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||STARTER||260||||pokemon_icon_260_00.png|pokemon_icon_260_00_shiny.png
POGO|POOCHYENA|Poochyena||POOCHYENA||||||POOCHYENA|POOCHYENA||poochyena|DARK||96|61|111|FAMILY_POOCHYENA|POOCHYENA||261|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||261||||pokemon_icon_261_00.png|pokemon_icon_261_00_shiny.png
POGO|MIGHTYENA|Mightyena||MIGHTYENA||||||MIGHTYENA|MIGHTYENA||mightyena|DARK||171|132|172|FAMILY_POOCHYENA|POOCHYENA||262|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||262||||pokemon_icon_262_00.png|pokemon_icon_262_00_shiny.png
POGO|ZIGZAGOON|Zigzagoon||ZIGZAGOON||||||ZIGZAGOON|ZIGZAGOON||zigzagoon|NORMAL||58|80|116|FAMILY_ZIGZAGOON|ZIGZAGOON||263|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||263||||pokemon_icon_263_00.png|pokemon_icon_263_00_shiny.png
POGO|LINOONE|Linoone||LINOONE||||||LINOONE|LINOONE||linoone|NORMAL||142|128|186|FAMILY_ZIGZAGOON|ZIGZAGOON||264|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||264||||pokemon_icon_264_00.png|pokemon_icon_264_00_shiny.png
POGO|WURMPLE|Wurmple||WURMPLE||||||WURMPLE|WURMPLE||wurmple|BUG||75|59|128|FAMILY_WURMPLE|WURMPLE||265|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||265||||pokemon_icon_265_00.png|pokemon_icon_265_00_shiny.png
POGO|SILCOON|Silcoon||SILCOON||||||SILCOON|SILCOON||silcoon|BUG||60|77|137|FAMILY_WURMPLE|WURMPLE|BEAUTIFLY|266|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||266||||pokemon_icon_266_00.png|pokemon_icon_266_00_shiny.png
POGO|BEAUTIFLY|Beautifly||BEAUTIFLY||||||BEAUTIFLY|BEAUTIFLY||beautifly|BUG|FLYING|189|98|155|FAMILY_WURMPLE|WURMPLE|BEAUTIFLY|267|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||267||||pokemon_icon_267_00.png|pokemon_icon_267_00_shiny.png
POGO|CASCOON|Cascoon||CASCOON||||||CASCOON|CASCOON||cascoon|BUG||60|77|137|FAMILY_WURMPLE|WURMPLE|DUSTOX|268|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||268||||pokemon_icon_268_00.png|pokemon_icon_268_00_shiny.png
POGO|DUSTOX|Dustox||DUSTOX||||||DUSTOX|DUSTOX||dustox|BUG|POISON|98|162|155|FAMILY_WURMPLE|WURMPLE|DUSTOX|269|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||269||||pokemon_icon_269_00.png|pokemon_icon_269_00_shiny.png
POGO|LOTAD|Lotad||LOTAD||||||LOTAD|LOTAD||lotad|WATER|GRASS|71|77|120|FAMILY_LOTAD|LOTAD||270|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||270||||pokemon_icon_270_00.png|pokemon_icon_270_00_shiny.png
POGO|LOMBRE|Lombre||LOMBRE||||||LOMBRE|LOMBRE||lombre|WATER|GRASS|112|119|155|FAMILY_LOTAD|LOTAD||271|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||271||||pokemon_icon_271_00.png|pokemon_icon_271_00_shiny.png
POGO|LUDICOLO|Ludicolo||LUDICOLO||||||LUDICOLO|LUDICOLO||ludicolo|WATER|GRASS|173|176|190|FAMILY_LOTAD|LOTAD||272|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||272||||pokemon_icon_272_00.png|pokemon_icon_272_00_shiny.png
POGO|SEEDOT|Seedot||SEEDOT||||||SEEDOT|SEEDOT||seedot|GRASS||71|77|120|FAMILY_SEEDOT|SEEDOT||273|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||COMMON||273||||pokemon_icon_273_00.png|pokemon_icon_273_00_shiny.png
POGO|NUZLEAF|Nuzleaf||NUZLEAF||||||NUZLEAF|NUZLEAF||nuzleaf|GRASS|DARK|134|78|172|FAMILY_SEEDOT|SEEDOT||274|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||COMMON||274||||pokemon_icon_274_00.png|pokemon_icon_274_00_shiny.png
POGO|SHIFTRY|Shiftry||SHIFTRY||||||SHIFTRY|SHIFTRY||shiftry|GRASS|DARK|200|121|207|FAMILY_SEEDOT|SEEDOT||275|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||COMMON||275||||pokemon_icon_275_00.png|pokemon_icon_275_00_shiny.png
POGO|TAILLOW|Taillow||TAILLOW||||||TAILLOW|TAILLOW||taillow|NORMAL|FLYING|106|61|120|FAMILY_TAILLOW|TAILLOW||276|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||276||||pokemon_icon_276_00.png|pokemon_icon_276_00_shiny.png
POGO|SWELLOW|Swellow||SWELLOW||||||SWELLOW|SWELLOW||swellow|NORMAL|FLYING|185|124|155|FAMILY_TAILLOW|TAILLOW||277|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||COMMON||277||||pokemon_icon_277_00.png|pokemon_icon_277_00_shiny.png
POGO|WINGULL|Wingull||WINGULL||||||WINGULL|WINGULL||wingull|WATER|FLYING|106|61|120|FAMILY_WINGULL|WINGULL||278|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||278||||pokemon_icon_278_00.png|pokemon_icon_278_00_shiny.png
POGO|PELIPPER|Pelipper||PELIPPER||||||PELIPPER|PELIPPER||pelipper|WATER|FLYING|175|174|155|FAMILY_WINGULL|WINGULL||279|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||279||||pokemon_icon_279_00.png|pokemon_icon_279_00_shiny.png
POGO|RALTS|Ralts||RALTS||||||RALTS|RALTS||ralts|PSYCHIC|FAIRY|79|59|99|FAMILY_RALTS|RALTS||280|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||280||||pokemon_icon_280_00.png|pokemon_icon_280_00_shiny.png
POGO|KIRLIA|Kirlia||KIRLIA||||||KIRLIA|KIRLIA||kirlia|PSYCHIC|FAIRY|117|90|116|FAMILY_RALTS|RALTS||281|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||281||||pokemon_icon_281_00.png|pokemon_icon_281_00_shiny.png
POGO|GARDEVOIR|Gardevoir||GARDEVOIR||||||GARDEVOIR|GARDEVOIR||gardevoir|PSYCHIC|FAIRY|237|195|169|FAMILY_RALTS|RALTS|GARDEVOIR|282|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||282||||pokemon_icon_282_00.png|pokemon_icon_282_00_shiny.png
POGO|SURSKIT|Surskit||SURSKIT||||||SURSKIT|SURSKIT||surskit|BUG|WATER|93|87|120|FAMILY_SURSKIT|SURSKIT||283|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||283||||pokemon_icon_283_00.png|pokemon_icon_283_00_shiny.png
POGO|MASQUERAIN|Masquerain||MASQUERAIN||||||MASQUERAIN|MASQUERAIN||masquerain|BUG|FLYING|192|150|172|FAMILY_SURSKIT|SURSKIT||284|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||284||||pokemon_icon_284_00.png|pokemon_icon_284_00_shiny.png
POGO|SHROOMISH|Shroomish||SHROOMISH||||||SHROOMISH|SHROOMISH||shroomish|GRASS||74|110|155|FAMILY_SHROOMISH|SHROOMISH||285|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||285||||pokemon_icon_285_00.png|pokemon_icon_285_00_shiny.png
POGO|BRELOOM|Breloom||BRELOOM||||||BRELOOM|BRELOOM||breloom|GRASS|FIGHTING|241|144|155|FAMILY_SHROOMISH|SHROOMISH||286|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||286||||pokemon_icon_286_00.png|pokemon_icon_286_00_shiny.png
POGO|SLAKOTH|Slakoth||SLAKOTH||||||SLAKOTH|SLAKOTH||slakoth|NORMAL||104|92|155|FAMILY_SLAKOTH|SLAKOTH||287|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||287||||pokemon_icon_287_00.png|pokemon_icon_287_00_shiny.png
POGO|VIGOROTH|Vigoroth||VIGOROTH||||||VIGOROTH|VIGOROTH||vigoroth|NORMAL||159|145|190|FAMILY_SLAKOTH|SLAKOTH||288|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||288||||pokemon_icon_288_00.png|pokemon_icon_288_00_shiny.png
POGO|SLAKING|Slaking||SLAKING||||||SLAKING|SLAKING||slaking|NORMAL||290|166|284|FAMILY_SLAKOTH|SLAKOTH||289|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||289||||pokemon_icon_289_00.png|pokemon_icon_289_00_shiny.png
POGO|NINCADA|Nincada||NINCADA||||||NINCADA|NINCADA||nincada|BUG|GROUND|80|126|104|FAMILY_NINCADA|NINCADA|NINJASK|290|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||290||||pokemon_icon_290_00.png|pokemon_icon_290_00_shiny.png
POGO|NINJASK|Ninjask||NINJASK||||||NINJASK|NINJASK||ninjask|BUG|FLYING|199|112|156|FAMILY_NINCADA|NINCADA|NINJASK|291|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||291||||pokemon_icon_291_00.png|pokemon_icon_291_00_shiny.png
POGO|SHEDINJA|Shedinja||SHEDINJA||||||SHEDINJA|SHEDINJA||shedinja|BUG|GHOST|153|73|1|FAMILY_NINCADA|NINCADA|SHEDINJA|292|3|HOENN|||||||||||RELEASED_POKEMON||||EPIC||292||||pokemon_icon_292_00.png|pokemon_icon_292_00_shiny.png
POGO|WHISMUR|Whismur||WHISMUR||||||WHISMUR|WHISMUR||whismur|NORMAL||92|42|162|FAMILY_WHISMUR|WHISMUR||293|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||293||||pokemon_icon_293_00.png|pokemon_icon_293_00_shiny.png
POGO|LOUDRED|Loudred||LOUDRED||||||LOUDRED|LOUDRED||loudred|NORMAL||134|81|197|FAMILY_WHISMUR|WHISMUR||294|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||294||||pokemon_icon_294_00.png|pokemon_icon_294_00_shiny.png
POGO|EXPLOUD|Exploud||EXPLOUD||||||EXPLOUD|EXPLOUD||exploud|NORMAL||179|137|232|FAMILY_WHISMUR|WHISMUR||295|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||295||||pokemon_icon_295_00.png|pokemon_icon_295_00_shiny.png
POGO|MAKUHITA|Makuhita||MAKUHITA||||||MAKUHITA|MAKUHITA||makuhita|FIGHTING||99|54|176|FAMILY_MAKUHITA|MAKUHITA||296|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||296||||pokemon_icon_296_00.png|pokemon_icon_296_00_shiny.png
POGO|HARIYAMA|Hariyama||HARIYAMA||||||HARIYAMA|HARIYAMA||hariyama|FIGHTING||209|114|302|FAMILY_MAKUHITA|MAKUHITA||297|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||297||||pokemon_icon_297_00.png|pokemon_icon_297_00_shiny.png
POGO|AZURILL|Azurill||AZURILL||||||AZURILL|AZURILL||azurill|NORMAL|FAIRY|36|71|137|FAMILY_MARILL|AZURILL||298|3|HOENN|||||BABY||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||298||||pokemon_icon_298_00.png|pokemon_icon_298_00_shiny.png
POGO|NOSEPASS|Nosepass||NOSEPASS||||||NOSEPASS|NOSEPASS||nosepass|ROCK||82|215|102|FAMILY_NOSEPASS|NOSEPASS||299|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||299||||pokemon_icon_299_00.png|pokemon_icon_299_00_shiny.png
POGO|SKITTY|Skitty||SKITTY||||||SKITTY|SKITTY||skitty|NORMAL||84|79|137|FAMILY_SKITTY|SKITTY||300|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||300||||pokemon_icon_300_00.png|pokemon_icon_300_00_shiny.png
POGO|DELCATTY|Delcatty||DELCATTY||||||DELCATTY|DELCATTY||delcatty|NORMAL||132|127|172|FAMILY_SKITTY|SKITTY||301|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||301||||pokemon_icon_301_00.png|pokemon_icon_301_00_shiny.png
POGO|SABLEYE|Sableye||SABLEYE||||||SABLEYE|SABLEYE||sableye|DARK|GHOST|141|136|137|FAMILY_SABLEYE|SABLEYE||302|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||RARE||302||||pokemon_icon_302_00.png|pokemon_icon_302_00_shiny.png
POGO|MAWILE|Mawile||MAWILE||||||MAWILE|MAWILE||mawile|STEEL|FAIRY|155|141|137|FAMILY_MAWILE|MAWILE||303|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||303||||pokemon_icon_303_00.png|pokemon_icon_303_00_shiny.png
POGO|ARON|Aron||ARON||||||ARON|ARON||aron|STEEL|ROCK|121|141|137|FAMILY_ARON|ARON||304|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||304||||pokemon_icon_304_00.png|pokemon_icon_304_00_shiny.png
POGO|LAIRON|Lairon||LAIRON||||||LAIRON|LAIRON||lairon|STEEL|ROCK|158|198|155|FAMILY_ARON|ARON||305|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||305||||pokemon_icon_305_00.png|pokemon_icon_305_00_shiny.png
POGO|AGGRON|Aggron||AGGRON||||||AGGRON|AGGRON||aggron|STEEL|ROCK|198|257|172|FAMILY_ARON|ARON||306|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||306||||pokemon_icon_306_00.png|pokemon_icon_306_00_shiny.png
POGO|MEDITITE|Meditite||MEDITITE||||||MEDITITE|MEDITITE||meditite|FIGHTING|PSYCHIC|78|107|102|FAMILY_MEDITITE|MEDITITE||307|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||307||||pokemon_icon_307_00.png|pokemon_icon_307_00_shiny.png
POGO|MEDICHAM|Medicham||MEDICHAM||||||MEDICHAM|MEDICHAM||medicham|FIGHTING|PSYCHIC|121|152|155|FAMILY_MEDITITE|MEDITITE||308|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||308||||pokemon_icon_308_00.png|pokemon_icon_308_00_shiny.png
POGO|ELECTRIKE|Electrike||ELECTRIKE||||||ELECTRIKE|ELECTRIKE||electrike|ELECTRIC||123|78|120|FAMILY_ELECTRIKE|ELECTRIKE||309|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||309||||pokemon_icon_309_00.png|pokemon_icon_309_00_shiny.png
POGO|MANECTRIC|Manectric||MANECTRIC||||||MANECTRIC|MANECTRIC||manectric|ELECTRIC||215|127|172|FAMILY_ELECTRIKE|ELECTRIKE||310|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||310||||pokemon_icon_310_00.png|pokemon_icon_310_00_shiny.png
POGO|PLUSLE|Plusle||PLUSLE||||||PLUSLE|PLUSLE||plusle|ELECTRIC||167|129|155|FAMILY_PLUSLE|PLUSLE||311|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||311||||pokemon_icon_311_00.png|pokemon_icon_311_00_shiny.png
POGO|MINUN|Minun||MINUN||||||MINUN|MINUN||minun|ELECTRIC||147|150|155|FAMILY_MINUN|MINUN||312|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||312||||pokemon_icon_312_00.png|pokemon_icon_312_00_shiny.png
POGO|VOLBEAT|Volbeat||VOLBEAT||||||VOLBEAT|VOLBEAT||volbeat|BUG||143|166|163|FAMILY_VOLBEAT|VOLBEAT||313|3|HOENN||||||||||EUROPE,ASIA,AUSTRALASIA|RELEASED_POKEMON|RELEASED_SHINY|||REGIONAL||313||||pokemon_icon_313_00.png|pokemon_icon_313_00_shiny.png
POGO|ILLUMISE|Illumise||ILLUMISE||||||ILLUMISE|ILLUMISE||illumise|BUG||143|166|163|FAMILY_ILLUMISE|ILLUMISE||314|3|HOENN||||||||||NORTH_AMERICA,SOUTH_AMERICA,AFRICA|RELEASED_POKEMON|RELEASED_SHINY|||REGIONAL||314||||pokemon_icon_314_00.png|pokemon_icon_314_00_shiny.png
POGO|ROSELIA|Roselia||ROSELIA||||||ROSELIA|ROSELIA||roselia|GRASS|POISON|186|131|137|FAMILY_ROSELIA|ROSELIA||315|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||315||||pokemon_icon_315_00.png|pokemon_icon_315_00_shiny.png
POGO|GULPIN|Gulpin||GULPIN||||||GULPIN|GULPIN||gulpin|POISON||80|99|172|FAMILY_GULPIN|GULPIN||316|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||316||||pokemon_icon_316_00.png|pokemon_icon_316_00_shiny.png
POGO|SWALOT|Swalot||SWALOT||||||SWALOT|SWALOT||swalot|POISON||140|159|225|FAMILY_GULPIN|GULPIN||317|3|HOENN|||||||||||RELEASED_POKEMON||||RARE||317||||pokemon_icon_317_00.png|pokemon_icon_317_00_shiny.png
POGO|CARVANHA|Carvanha||CARVANHA||||||CARVANHA|CARVANHA||carvanha|WATER|DARK|171|39|128|FAMILY_CARVANHA|CARVANHA||318|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||318||||pokemon_icon_318_00.png|pokemon_icon_318_00_shiny.png
POGO|SHARPEDO|Sharpedo||SHARPEDO||||||SHARPEDO|SHARPEDO||sharpedo|WATER|DARK|243|83|172|FAMILY_CARVANHA|CARVANHA||319|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||319||||pokemon_icon_319_00.png|pokemon_icon_319_00_shiny.png
POGO|WAILMER|Wailmer||WAILMER||||||WAILMER|WAILMER||wailmer|WATER||136|68|277|FAMILY_WAILMER|WAILMER||320|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||320||||pokemon_icon_320_00.png|pokemon_icon_320_00_shiny.png
POGO|WAILORD|Wailord||WAILORD||||||WAILORD|WAILORD||wailord|WATER||175|87|347|FAMILY_WAILMER|WAILMER||321|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EPIC||321||||pokemon_icon_321_00.png|pokemon_icon_321_00_shiny.png
POGO|NUMEL|Numel||NUMEL||||||NUMEL|NUMEL||numel|FIRE|GROUND|119|79|155|FAMILY_NUMEL|NUMEL||322|3|HOENN|||||||||||RELEASED_POKEMON||||EPIC||322||||pokemon_icon_322_00.png|pokemon_icon_322_00_shiny.png
POGO|CAMERUPT|Camerupt||CAMERUPT||||||CAMERUPT|CAMERUPT||camerupt|FIRE|GROUND|194|136|172|FAMILY_NUMEL|NUMEL||323|3|HOENN|||||||||||RELEASED_POKEMON||||EPIC||323||||pokemon_icon_323_00.png|pokemon_icon_323_00_shiny.png
POGO|TORKOAL|Torkoal||TORKOAL||||||TORKOAL|TORKOAL||torkoal|FIRE||151|203|172|FAMILY_TORKOAL|TORKOAL||324|3|HOENN||||||||||ASIA|RELEASED_POKEMON||||REGIONAL||324||||pokemon_icon_324_00.png|pokemon_icon_324_00_shiny.png
POGO|SPOINK|Spoink||SPOINK||||||SPOINK|SPOINK||spoink|PSYCHIC||125|122|155|FAMILY_SPOINK|SPOINK||325|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||325||||pokemon_icon_325_00.png|pokemon_icon_325_00_shiny.png
POGO|GRUMPIG|Grumpig||GRUMPIG||||||GRUMPIG|GRUMPIG||grumpig|PSYCHIC||171|188|190|FAMILY_SPOINK|SPOINK||326|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||RARE||326||||pokemon_icon_326_00.png|pokemon_icon_326_00_shiny.png
POGO|SPINDA|Spinda||SPINDA||||||SPINDA|SPINDA||spinda|NORMAL||116|116|155|FAMILY_SPINDA|SPINDA||327|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|||EVENT||327||||pokemon_icon_327_00.png|pokemon_icon_327_00_shiny.png
POGO|TRAPINCH|Trapinch||TRAPINCH||||||TRAPINCH|TRAPINCH||trapinch|GROUND||162|78|128|FAMILY_TRAPINCH|TRAPINCH||328|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||328||||pokemon_icon_328_00.png|pokemon_icon_328_00_shiny.png
POGO|VIBRAVA|Vibrava||VIBRAVA||||||VIBRAVA|VIBRAVA||vibrava|GROUND|DRAGON|134|99|137|FAMILY_TRAPINCH|TRAPINCH||329|3|HOENN|||||||||||RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW||EPIC||329||||pokemon_icon_329_00.png|pokemon_icon_329_00_shiny.png
